Sentence,Sentiment
ocbc buy barclay wealth management unit singapore hong kong,positive
pretax profit decreased eur mn eur mn,negative
cencorp headquartered virkkala finland develops supply automation solution electronics semiconductor industry enhance productivity,neutral
costco premier retail dividend play http co juhtsm cost,positive
ruukki group calculates lost eur mn failed project,negative
finnish food company raisio oyj hel raivv said friday wrapped divestment margarine operation u sector player bunge ltd nyse bg eurm usd,neutral
pleased effort negotiating team look forward productive four year ahead,positive
sold tsla put morning closed close help pay monthly expense,neutral
atrium said offer would give swedish company continued ownership control slaughtering cutting operation,neutral
finnish bank àland àlandsbanken issued profit warning,negative
thanks internet consumer compare product previously finnish company not competitive,negative
later finnish made house build area,neutral
hand painted resin real treble cm long cm deep top bottom middle hook,neutral
operating profit excluding non recurring item totaled eur mn compared eur mn corresponding period,neutral
finnish medium company talentum oyj net profit decreased mln euro mln first quarter mln euro mln period,negative
company market share continued increase,positive
